context_text,question_text,answer_text
"In the hydraulic press (Fig. 12.1), piston X moves along the pipe, causing piston Y to move downwards. Point P is at the level of the pipe. The pressure of the oil at point P due to piston X remains constant. The question states that the pressure of the oil at the upper surface of piston Y increases as it moves downwards.",Explain why the pressure at the upper surface of piston Y increases as it moves downwards.,"The pressure at any depth in a fluid is the sum of the pressure applied to the surface and the hydrostatic pressure due to the column of fluid above that point (P = P_surface + ρgh). As piston Y moves downwards, the height (h) of the oil column above its upper surface increases. Although the pressure transmitted from piston X (at point P) remains constant, the additional hydrostatic pressure (ρgh) exerted by the increasing height of the oil column directly above piston Y adds to the total pressure. Therefore, the pressure at the upper surface of piston Y increases as it moves downwards."
"In the hydraulic press, the density of the oil is 900 kg/m³. The upper surface of piston Y is now 0.50 m below the level of the pipe (point P). The gravitational field strength (g) is 10 N/kg.",The density of the oil is 900 kg/m³. The upper surface of piston Y is now 0.50 m below the level of the pipe. The gravitational field strength g = 10 N/kg. Calculate the increase in the pressure at the upper surface of piston Y due to the oil.,"The increase in pressure due to the column of oil (hydrostatic pressure) is given by the formula ΔP = ρgh, where ρ is the density of the oil, g is the gravitational field strength, and h is the height of the oil column. Given ρ = 900 kg/m³, g = 10 N/kg, and h = 0.50 m. So, ΔP = 900 kg/m³ × 10 N/kg × 0.50 m = 4500 Pa."
"During the compression of waste material in the hydraulic press, there is air trapped within the plastic bags containing the waste. The temperature of this trapped air remains constant, while its volume decreases due to compression.","There is air trapped in the plastic bags that contain the waste. The temperature of the air in the bags remains constant. Explain, in terms of molecules, why the pressure of the trapped air increases as it is compressed.","As the trapped air in the plastic bags is compressed at a constant temperature, its volume decreases. According to the kinetic theory of gases, the temperature of a gas is proportional to the average kinetic energy of its molecules. Since the temperature remains constant, the average kinetic energy and speed of the air molecules also remain constant. However, with a reduced volume, the air molecules are confined to a smaller space. This means they will collide with the inner walls of the plastic bags more frequently. Although the force of each individual collision remains the same (due to constant kinetic energy), the increased frequency of collisions over the same surface area results in a greater total force per unit area, thus leading to an increase in the pressure of the trapped air."
"Figure 13.1 shows a regular hexagonal glass piece with a refractive index of 1.42. A light ray enters the glass at point P. The incident ray is parallel to the top surface of the hexagon. A normal is drawn at point P. The angle between the incident ray and the surface is 60°, which means the angle of incidence (i) with the normal is 90° - 60° = 30°.",Determine the angle of refraction of the light ray at P.,"The angle of incidence (i) is the angle between the incident ray and the normal. From the diagram, the incident ray makes an angle of 60° with the surface, so i = 90° - 60° = 30°. We use Snell's Law: n_1 sin(i) = n_2 sin(r), where n_1 is the refractive index of air (approximately 1), n_2 is the refractive index of glass (1.42), i is the angle of incidence (30°), and r is the angle of refraction. So, 1 × sin(30°) = 1.42 × sin(r). This gives sin(r) = sin(30°) / 1.42 = 0.5 / 1.42 ≈ 0.35211. Therefore, r = arcsin(0.35211) ≈ 20.616°. Rounded to 3 significant figures, the angle of refraction is 20.6°."
"The question is about critical angle, a concept related to total internal reflection when light passes from an optically denser medium to a less dense medium.",State what is meant by critical angle.,"The critical angle is defined as the angle of incidence in the optically denser medium for which the angle of refraction in the optically less dense medium is 90 degrees. At or beyond this angle, total internal reflection occurs, and no light is refracted out of the denser medium."
The hexagonal glass piece has a refractive index of 1.42. The critical angle is a property of the material and is dependent on its refractive index relative to the surrounding medium (assumed to be air).,Determine the critical angle of glass.,"The critical angle (c) for light passing from glass to air can be determined using the formula sin(c) = 1/n, where n is the refractive index of the glass (1.42). So, sin(c) = 1 / 1.42 ≈ 0.70422. Therefore, c = arcsin(0.70422) ≈ 44.766°. Rounded to 3 significant figures, the critical angle of the glass is 44.8°."
"Figure 13.1 shows the light ray, after being refracted at point P (angle of refraction 20.6° from 13a(i)), traveling inside the glass and striking the next surface at point Q. A normal is drawn at Q. The diagram indicates that the ray makes an angle of 38° with the surface at Q. This means the angle of incidence at Q (angle with the normal) is 90° - 38° = 52°. The critical angle for this glass is 44.8° (calculated in 13a(iii)).","On Fig. 13.1, complete the path of the light ray after it strikes the surface at Q.","At point Q, the angle of incidence between the light ray and the normal is 90° - 38° = 52°. Since this angle of incidence (52°) is greater than the critical angle of the glass (44.8°), total internal reflection will occur. The light ray will be reflected back into the glass block. According to the law of reflection, the angle of reflection will be equal to the angle of incidence, so the reflected ray will make an angle of 52° with the normal at point Q, remaining within the glass block and bending away from the normal."
"The provided options are: A current, B displacement, C speed, D temperature.",Which quantity is a vector?,"Displacement (B) is a vector quantity, possessing both magnitude and direction. Current, speed, and temperature are scalar quantities, having only magnitude."
"The diagram shows a box resting on Earth. The weight W of the box is represented by an arrow originating from the center of the box and pointing vertically downwards towards the center of the Earth. According to Newton's third law, forces occur in action-reaction pairs, which are equal in magnitude, opposite in direction, and act on different objects. The weight W is the gravitational force exerted by the Earth on the box. Its Newton's third law pair must be the gravitational force exerted by the box on the Earth. This force would originate from the Earth and point vertically upwards towards the box. In the diagram, arrow A originates from the center of the Earth and points upwards towards the box. Arrow B originates from the top of the box and points upwards. Arrow C originates from the Earth's surface and points upwards towards the box (this is the normal force exerted by Earth on the box). Arrow D originates from the center of the box and points horizontally right.","A box rests on the Earth, as shown.
Newton's third law describes how forces of the same type act in pairs. One of the forces of a pair
is the weight W of the box.
Which arrow represents the other force of this pair?
B
box
D
W
C
AA
NOT TO
SCALE
Earth","The weight W of the box is the gravitational force exerted by the Earth on the box. Its Newton's third law reaction pair is the gravitational force exerted by the box on the Earth. This force acts on the Earth and points towards the box. In the diagram, arrow A correctly represents this force, originating from the Earth and pointing towards the box."
The options describe four objects in motion. We are looking for the object with zero resultant force.,"Four objects are moving.
Which object has a zero resultant force acting on it?
A the object moving at a decreasing speed
B the object moving at an increasing speed
C the object moving at a constant speed in a circle
D the object moving at a constant speed in a straight line","According to Newton's First Law of Motion, an object has zero resultant force acting on it if it is either at rest or moving at a constant velocity (constant speed in a straight line). 
A) An object moving at a decreasing speed has an acceleration in the opposite direction to its motion, so it has a non-zero resultant force.
B) An object moving at an increasing speed has an acceleration in the direction of its motion, so it has a non-zero resultant force.
C) An object moving at a constant speed in a circle is continuously changing direction, which means its velocity is changing. Therefore, it has a centripetal acceleration and a non-zero resultant force (acting towards the center of the circle).
D) An object moving at a constant speed in a straight line has a constant velocity, meaning its acceleration is zero. Thus, the resultant force acting on it is zero. This corresponds to option D."
"A rock of mass (m) 40 kg is released from rest (initial velocity = 0) from a height (h) of 20 m above the surface of a planet. The planet has no atmosphere, meaning no air resistance. The rock's kinetic energy (KE) when it hits the surface is 32 kJ, which is 32000 J.","A rock of mass 40 kg is released from rest from a height of 20 m above the surface of a planet.
The rock has a kinetic energy of 32 kJ when it hits the surface of the planet. The planet does not
have an atmosphere.
What is the weight of the rock on the surface of the planet?
A 1.6 N
B 400 N
C 1.6 kN
D 8.0 kN","Since the rock is released from rest and there is no atmosphere, the initial gravitational potential energy (PE) is completely converted into kinetic energy (KE) upon impact.
Gravitational Potential Energy (PE) = mgh, where mg is the weight (W) of the rock.
So, PE = Wh.
We are given the final kinetic energy (KE) = 32 kJ = 32000 J.
Therefore, Wh = KE.
Weight (W) = KE / h
W = 32000 J / 20 m
W = 1600 N
To convert to kilonewtons (kN): W = 1600 N = 1.6 kN. This corresponds to option C."
"The diagram illustrates Brownian motion, where smoke particles are seen to move randomly due to collisions with invisible air molecules. The question asks what happens when the temperature in the box is raised. In kinetic theory, the average kinetic energy of gas molecules is directly proportional to the absolute temperature. Higher temperature means gas molecules move faster and collide more frequently and with greater force.","Smoke particles in a transparent box are observed using a microscope. A small point of light is
seen to move around as shown.
When the temperature in the box is raised, what change can be observed under the microscope?
A The small point of light changes direction more frequently.
B The small point of light glows brighter.
C The small point of light increases in size.
D The small point of light moves slower.","When the temperature in the box is raised, the kinetic energy of the air molecules increases. This causes them to move faster and collide with the smoke particles more frequently and with greater force. As a result, the smoke particles will experience more frequent and vigorous changes in their direction of motion. Therefore, the small point of light (smoke particle) changes direction more frequently, which corresponds to option A."
"The image provides installation costs and annual energy cost savings for various thermal insulation methods:
1. Loft insulation: installation cost $300, energy cost saving $300 per year.
2. Cavity wall insulation: installation cost $700, energy cost saving $200 per year.
3. Double glazing: installation cost $7000, energy cost saving $400 per year.
4. Draught proofing: installation cost $100, energy cost saving $30 per year.","A house designed to keep warm in winter is to be thermally insulated to reduce thermal energy loss
and reduce fuel costs.
loft insulation:
installation cost, $300
energy cost saving, $300 per year
cavity wall insulation:
installation cost, $700
energy cost saving, $200 per year
double glazing:
installation cost, $7000
energy cost saving, $400 per year
draught proofing:
installation cost, $100
energy cost saving, $30 per year
Which type of thermal insulation pays back the cost of installation in the shortest time?
A cavity wall insulation
B double glazing
C draught proofing
D loft insulation","To find which type of thermal insulation pays back the cost in the shortest time, calculate the payback time for each option using the formula: Payback Time = Installation Cost / Annual Energy Cost Saving.
1. Loft insulation: $300 / $300 per year = 1 year.
2. Cavity wall insulation: $700 / $200 per year = 3.5 years.
3. Double glazing: $7000 / $400 per year = 17.5 years.
4. Draught proofing: $100 / $30 per year ≈ 3.33 years.
Comparing the payback times, loft insulation has the shortest payback period at 1 year. This corresponds to option D."
"Object Y is at the center, and the arrows depicting the electric field lines point radially outwards from Y. This indicates that object Y is a positively charged object, as electric field lines originate from positive charges and terminate on negative charges. Object X is placed in this field and is stated to be negatively charged.","Object X is stationary and negatively charged. It experiences a force due to the field produced by
object Y.
The arrows show the direction of the field produced by Y.
Y
X
Which statement about the direction of the force on X is correct?
A It is towards the right because it is in an electric field.
B It is towards the left because it is in an electric field.
C It is towards the right because it is in a magnetic field.
D It is towards the left because it is in a magnetic field.","The electric field lines produced by Y point outwards, indicating that Y is a positive charge. Object X is negatively charged. The force on a negative charge in an electric field is always in the direction opposite to the electric field lines. At the location of X, the electric field from Y points to the right (away from Y). Therefore, the force on the negatively charged object X will be towards the left (towards Y). This force is due to an electric field, not a magnetic field. Thus, the force is towards the left because it is in an electric field, which corresponds to option B."
"The circuit diagram shows a cell with e.m.f. = 8.0 V connected to a resistor R in series with a parallel combination of two 4.0 Ω resistors. Voltmeter V1 measures the voltage across resistor R, and V1 = 6.0 V. Voltmeter V2 measures the voltage across the parallel combination, and V2 = 2.0 V.","A cell has an electromotive force (e.m.f.) of 8.0 V and forms part of a circuit, as shown.
8.0V
R
(V) V
1
4.0Ω
4.0Ω
V
V2
The reading V₁ is 6.0 V and the reading V2 is 2.0 V.
What is the resistance of resistor R?
A 0.50 Ω
B 2.0 Ω
C 6.0 Ω
D 8.0 Ω","1.  **Check Kirchhoff's Voltage Law:** The sum of voltage drops across components in series should equal the e.m.f. of the cell. Here, V1 (across R) + V2 (across parallel resistors) = 6.0 V + 2.0 V = 8.0 V, which matches the e.m.f. of 8.0 V. This confirms the voltage readings are consistent.
2.  **Calculate equivalent resistance of the parallel combination:** The two 4.0 Ω resistors are in parallel.
    1/R_parallel = 1/4.0 Ω + 1/4.0 Ω = 2/4.0 Ω = 1/2.0 Ω.
    R_parallel = 2.0 Ω.
3.  **Calculate the total current (I) in the circuit:** The current flowing through the parallel combination can be found using Ohm's Law (I = V/R) with V2 and R_parallel.
    I = V2 / R_parallel = 2.0 V / 2.0 Ω = 1.0 A.
    Since R is in series with the parallel combination, the same current (1.0 A) flows through R.
4.  **Calculate the resistance of R:** Using Ohm's Law for resistor R (R = V/I) with V1 and I.
    R = V1 / I = 6.0 V / 1.0 A = 6.0 Ω.
This corresponds to option C."
"A 12 V car battery is connected to a lamp labeled 12 V, 24 W. The lamp shines at normal brightness for 25 hours. This means the lamp operates at its rated voltage and power. The question asks for the total charge that passes through the lamp in this time.","A 12 V car battery is fully charged. It is connected in series to a lamp labelled 12 V, 24 W. The
lamp shines at normal brightness for 25 hours.
What is the amount of the charge that passes through the lamp in this time?
A 3000 C
B 45 000 C
C 180 000 C
D 1 100 000 C","1.  **Calculate the current (I) through the lamp:** Power (P) = Voltage (V) × Current (I). So, I = P / V.
    I = 24 W / 12 V = 2.0 A.
2.  **Convert time to seconds:** The time (t) is given as 25 hours.
    t = 25 hours × 3600 seconds/hour = 90000 s.
3.  **Calculate the total charge (Q) passed:** Charge (Q) = Current (I) × Time (t).
    Q = 2.0 A × 90000 s = 180000 C.
This corresponds to option C."
An electric iron normally operates with a current of 9 A. The live wire in its cable is damaged and touches the metal case. The metal case is connected to an earth wire. The plug contains a 10 A fuse.,"A current of 9 A flows through the electric iron when it is working normally.
The cable of an electric iron is damaged due to wear and tear. The live wire subsequently makes
contact with the metal case. The case is connected to the earth wire and the plug to the electric
iron contains a 10 A fuse.
What will happen?
A The current will flow to the earth and the fuse will not blow.
B The fuse will melt and the current to the electric iron will be cut off.
C The metal case is now at a high voltage and someone touching it may get electrocuted.
D The metal case will overheat due to the high current flowing through it and become a fire
hazard.","When the live wire (which carries high voltage) makes contact with the metal case, and the metal case is connected to the earth wire, a low-resistance path is created between the live wire and the ground (earth). This constitutes a short circuit or earth fault.
1.  A very large current will immediately flow through this low-resistance path from the live wire to the earth wire.
2.  Since this fault current will be much greater than the 10 A rating of the fuse, the fuse will rapidly heat up and melt (blow).
3.  When the fuse blows, it breaks the circuit, cutting off the electrical supply to the iron. This prevents continuous high current flow, protects the user from electrocution (as the case does not remain at high voltage), and reduces the risk of overheating and fire.
Therefore, option B correctly describes the sequence of events."
"A strong permanent magnet (labeled N-S, with N at the top, attracting a chain of iron rings below it) holds a chain of iron rings. A weaker permanent magnet X (labeled S-N, with its South pole (S) facing the chain) is moved near the right side of the lowest iron ring. Iron is a ferromagnetic material.","A strong permanent magnet attracts a chain of iron rings. A weaker permanent magnet, X, is
moved near to the right side of the lowest iron ring.
iron rings
strong magnet
magnet X
S
N
What will happen to the chain of iron rings?
A It will move away from magnet X.
B It will move into the plane of the paper.
C It will move out of the plane of the paper.
D It will move towards magnet X.","The strong permanent magnet (N pole at top) magnetizes the iron rings by induction. The top of the iron chain (closest to the N pole of the strong magnet) becomes an induced South pole, and the bottom of the lowest iron ring becomes an induced North pole. When the weaker permanent magnet X is brought close, its South pole (S) faces the North pole (N) of the lowest iron ring. Opposite poles attract each other. Therefore, the lowest iron ring will be attracted towards magnet X, pulling it to the right. This corresponds to option D."
"A bar magnet (N-S, with N pole facing down) is dropped through a coil connected to a resistor R. Figure 37.1 shows the magnet entering the coil (N pole moving downwards into the coil). Figure 37.2 shows the magnet leaving the coil (N pole moving downwards out of the coil). The resistor R is connected between points X (top) and Y (bottom) of the coil. Lenz's Law states that the induced current flows in a direction that opposes the change in magnetic flux that caused it.","A bar magnet is dropped through a coil of wire. The coil is connected to a resistor R.
Fig. 37.1 shows the bar before it enters the coil. Fig. 37.2 shows the bar after it leaves the coil.
N
S
X
R
Y
N
S
X
R
Y
Which row shows the direction of the induced current in the resistor R?
magnet entering coil / magnet leaving coil
A X to Y / X to Y
B X to Y / Y to X
C Y to X / X to Y
D Y to X / Y to X","We apply Lenz's Law and the right-hand grip rule for a solenoid:
1.  **Magnet entering the coil (N pole moving downwards):** As the N pole moves into the coil, the downward magnetic flux through the coil increases. To oppose this, the coil must induce an upward magnetic field (i.e., its top end becomes an induced N pole to repel the approaching N pole). For the top of the coil to be an N pole, the current must flow anti-clockwise when viewed from above. Tracing the windings (current entering at Y and leaving at X, flowing from Y to X through the resistor), this would create an upward magnetic field inside the coil. Therefore, the induced current in the resistor is from **X to Y**.
2.  **Magnet leaving the coil (N pole moving downwards and out):** As the N pole moves out of the coil, the downward magnetic flux through the coil decreases. To oppose this decrease, the coil must induce a downward magnetic field (i.e., its top end becomes an induced S pole to attract the receding N pole). For the top of the coil to be an S pole, the current must flow clockwise when viewed from above. This is opposite to the direction when entering. Therefore, the induced current in the resistor is from **Y to X**.
Combining these, the direction of induced current in the resistor is X to Y when entering and Y to X when leaving. This corresponds to option B."
"The problem describes a helium-filled weather balloon just before lift-off, experiencing an upward vertical force of 120 N, a downward weight of 90 N, and a horizontal wind force of 18 N. This setup is then brought to the Moon.",(b) State and explain the change (if any) to the resultant force calculated in (a).,"The resultant force would increase. This is because the weight of the balloon and its contents would decrease on the Moon, as the gravitational field strength on the Moon is weaker than on Earth. Since the upward vertical force (buoyancy) from the helium would remain unchanged (assuming the balloon is still in an atmosphere, though simplified here, usually buoyancy depends on fluid density, not g), and the horizontal wind force is also unchanged, a reduced downward weight would lead to a larger net upward vertical force, thus increasing the overall resultant force."
"Fig 2.1 shows a human arm lifting an object. The lower arm is horizontal. The elbow joint acts as the pivot. The weight of the lower arm is 18 N, acting downwards at its center of gravity, which is 0.150 m from the elbow joint. The weight of the object held in the hand is 30 N, acting downwards at its center of gravity, which is 0.460 m from the elbow joint. The biceps muscle exerts a vertical force F upwards on the arm at a distance of 0.040 m from the elbow joint. The arm is in equilibrium.",(i) Calculate the total clockwise moments.,"The total clockwise moments are produced by the weight of the lower arm and the weight of the object. 
Total clockwise moments = (Weight of lower arm × distance from pivot) + (Weight of object × distance from pivot)
Total clockwise moments = (18 N × 0.150 m) + (30 N × 0.460 m)
Total clockwise moments = 2.7 Nm + 13.8 Nm
Total clockwise moments = 16.5 Nm."
"Fig 2.1 shows a human arm lifting an object. The lower arm is horizontal and in equilibrium. The elbow joint is the pivot. The total clockwise moments acting on the arm are 16.5 Nm (calculated in part (i)). The biceps muscle exerts an upward vertical force F on the arm at a perpendicular distance of 0.040 m from the elbow joint, producing an anticlockwise moment.","(ii) Hence, calculate force F.","Since the arm is in equilibrium, the principle of moments states that the sum of anticlockwise moments equals the sum of clockwise moments.
Anticlockwise moment = Force F × perpendicular distance from pivot
Anticlockwise moment = F × 0.040 m
Equating clockwise and anticlockwise moments:
F × 0.040 m = 16.5 Nm
F = 16.5 Nm / 0.040 m
F = 412.5 N."
"Fig 2.2 shows the lower arm moved away from the body. The biceps muscle still exerts a force F, but it now acts at an angle θ to the vertical. The lower arm remains horizontal and in equilibrium. The perpendicular distance from the elbow joint to the point where the biceps force F acts is 0.040 m. The weights of the arm (18 N at 0.150 m from elbow) and object (30 N at 0.460 m from elbow) are unchanged, so the total clockwise moments remain 16.5 Nm.",(i) State and explain what happens to the total anticlockwise moments as angle θ is increased. No calculations are required.,"The total anticlockwise moments remain unchanged. This is because the total clockwise moments, which are produced by the weights of the arm and the object, have not changed, and the arm is still in equilibrium. The anticlockwise moment exerted by force F must balance the clockwise moments regardless of the angle θ, as long as the arm remains in equilibrium and the point of application of F relative to the pivot does not change horizontally."
"Fig 2.2 shows the lower arm moved away from the body. The biceps muscle exerts a force F at an angle θ to the vertical. The lower arm remains horizontal and in equilibrium, balancing the total clockwise moments of 16.5 Nm. As the angle θ (between the force F and the vertical) is increased, the effective perpendicular distance between the line of action of force F and the elbow joint (pivot) will decrease. The perpendicular distance of the line of action of force F to the pivot is 0.040 m, but this is the distance along the arm. The component of F perpendicular to the arm would be Fsin(90-θ) or Fcos(θ) multiplied by the distance 0.040 m. So the effective perpendicular distance of the force F from the pivot becomes (0.040 m) × cos(θ).",(ii) State and explain what happens to force F as angle θ is increased. No calculations are required.,"As angle θ increases, the perpendicular distance from the pivot (elbow joint) to the line of action of the force F exerted by the biceps muscle decreases (specifically, it becomes 0.040 m × cos(θ)). Since the total anticlockwise moment must remain constant to balance the unchanged total clockwise moments, the force F must increase to compensate for the reduced perpendicular distance."
"The left ventricle accelerates blood from rest to a velocity of 0.26 m/s. The distance travelled by the blood is 0.02 m. The motion can be represented by a speed-time graph where the area under the graph forms a triangle with height 0.26 m/s and base 't' (time taken), and this area is 0.02 m.","(ii) With the aid of the sketch in (i), calculate the time taken for the motion.","The area under the speed-time graph represents the distance travelled. For a triangular graph:
Area = 0.5 × base × height
0.02 m = 0.5 × t × 0.26 m/s
0.02 = 0.13 × t
t = 0.02 / 0.13
t = 0.1538 s ≈ 0.154 s (to 3 significant figures)."
The left ventricle accelerates blood from rest (initial velocity u = 0 m/s) to a final velocity (v) of 0.26 m/s. The time taken for this motion is 0.154 s (calculated in part (ii)). The acceleration is constant.,"(iii) Hence, calculate the acceleration of the blood.","Using the formula for acceleration: a = (v - u) / t
Where: 
v = 0.26 m/s (final velocity)
u = 0 m/s (initial velocity, from rest)
t = 0.154 s (time taken)
a = (0.26 - 0) / 0.154
a = 1.688 m/s² ≈ 1.69 m/s² (to 3 significant figures)."
A roller coaster with a mass of 250 kg starts at point A with a speed of 2.0 m/s at a height of 45 m. It finishes at point B with a speed of 13 m/s at a height of 30 m. The work done by gravitational force from A to B is 37500 J. This represents the loss in gravitational potential energy (GPE). The gravitational field strength is 10 N/kg.,Determine the work done by friction.,"According to the principle of conservation of energy, the initial total energy (GPE + KE) at A minus the work done by friction equals the final total energy (GPE + KE) at B.
Initial GPE at A = mgh_A = 250 kg × 10 N/kg × 45 m = 112500 J
Initial KE at A = 0.5 × mv_A² = 0.5 × 250 kg × (2.0 m/s)² = 0.5 × 250 × 4 = 500 J
Total initial energy at A = 112500 J + 500 J = 113000 J

Final GPE at B = mgh_B = 250 kg × 10 N/kg × 30 m = 75000 J
Final KE at B = 0.5 × mv_B² = 0.5 × 250 kg × (13 m/s)² = 0.5 × 250 × 169 = 21125 J
Total final energy at B = 75000 J + 21125 J = 96125 J

Work done by friction = Total initial energy at A - Total final energy at B
Work done by friction = 113000 J - 96125 J = 16875 J."
"Fig 4.1 shows a roller coaster moving from point A (45 m height) to point B (30 m height), passing through a dip. The mass of the roller coaster is 250 kg, and the gravitational field strength is 10 N/kg.","Suggest with a reason, one effect on the ride if the depth of the dip is increased.","If the depth of the dip is increased, one possible effect is that the final speed of the roller coaster at point B will be lower. This is because a deeper dip would mean the roller coaster travels over a longer distance, leading to increased frictional forces acting over that longer distance. As a result, more energy would be transferred to the internal store of the surroundings due to friction, reducing the kinetic energy remaining at point B and thus leading to a lower final speed. Alternatively, the speed of the roller coaster at the bottom of the dip could be greater due to a larger conversion from gravitational potential energy to kinetic energy, but this would still be balanced by increased friction over the longer path."
The question is a general physics question about the fundamental principles of energy.,State the law of conservation of energy.,"The law of conservation of energy states that energy cannot be created or destroyed. It can only be converted from one form to another, and the total energy in a closed system remains constant."
"Fig 5.1 shows the displacement (y in mm) of particles with distance (x in m) for a longitudinal wave. The solid line represents the wave at t=0 s. The dotted line represents the wave at t=0.882 ms. The wave is travelling from left to right. By comparing the position of a specific feature (e.g., a crest or trough) on the solid line to its position on the dotted line, the horizontal displacement of the wave can be determined. For instance, a crest on the solid line is at x=0.3 m, and on the dotted line, it has moved to x=0.6 m. The smallest grid square on the x-axis corresponds to 0.1 m.",(i) State the horizontal displacement of the wave at t=0 s and t =0.882 ms.,"By observing the shift of a corresponding point on the wave form from the solid line (t=0s) to the dotted line (t=0.882ms), for example, the first crest of the wave moves from approximately x = 0.3 m to x = 0.6 m. Therefore, the horizontal displacement of the wave is 0.6 m - 0.3 m = 0.3 m."
"Fig 7.1 shows an U-tube containing two immiscible liquids, A and B. Liquid A has a density (ρ_A) of 1.0 g/cm³ (1000 kg/m³) and liquid B has a density (ρ_B) of 0.80 g/cm³ (800 kg/m³). The experiment is conducted on Earth. In the right arm, liquid A is at a height of 20.0 cm (0.200 m) above the common interface (point P, which is at the same horizontal level as point Q). In the left arm, liquid B extends to a height 'x' above point P.",Calculate the height x of the liquid B above point P.,"At the same horizontal level in a continuous fluid, the pressure is equal. Therefore, the pressure at point P in the right arm (at the interface) is equal to the pressure at point P in the left arm (at the interface).
Pressure at point P (right arm) = Atmospheric pressure + Pressure due to liquid A
P_atm + ρ_A * g * h_A
Pressure at point P (left arm) = Atmospheric pressure + Pressure due to liquid B
P_atm + ρ_B * g * h_B
Equating the pressures:
P_atm + ρ_A * g * h_A = P_atm + ρ_B * g * h_B
ρ_A * g * h_A = ρ_B * g * h_B
ρ_A * h_A = ρ_B * h_B
(1.0 g/cm³) * (20.0 cm) = (0.80 g/cm³) * x
20.0 = 0.80 * x
x = 20.0 / 0.80
x = 25.0 cm.
(Alternatively, using SI units: (1000 kg/m³) * (0.200 m) = (800 kg/m³) * x => x = 0.250 m = 25.0 cm)."
"Fig 9.1 shows an electrical circuit connected to an EMF source E. The total current flowing from the EMF source is 0.48 A. This current first flows through a 12 Ω resistor. Then, the current splits into two parallel branches: one containing an 18 Ω resistor (with current I) and the other containing a 36 Ω resistor. The current flowing through the 36 Ω resistor is 0.16 A (implied by the solution for part (a) and (b) to maintain consistency with calculations).",(a) Determine the value of I.,"The total current flowing into the parallel combination of the 18 Ω and 36 Ω resistors is 0.48 A (total current) minus the current that branches elsewhere (which, as per the calculation logic, is effectively the current through the 36 Ω resistor if assuming 0.48A is the total current *entering the parallel block* and 0.16A is the current through the 36 Ohm resistor).
If the 0.48A is the total current for the parallel section, and 0.16A flows through the 36 Ohm resistor, then the current I through the 18 Ohm resistor is:
I = Total current entering parallel section - Current through 36 Ω resistor
I = 0.48 A - 0.16 A = 0.32 A.
(Note: This interpretation aligns with the solution's calculation. The given 0.16A near the 12 Ohm resistor in the diagram is inconsistent with this interpretation and the overall circuit analysis to arrive at 11.5V for E in the subsequent part. For consistency, we assume 0.48A is the total current from E, it flows through 12 Ohm, and then splits into 18 Ohm (I) and 36 Ohm (0.16A). Therefore, I = 0.48 - 0.16 = 0.32 A.)"
"Fig 10.1 shows a neutral conducting ball suspended by an insulating thread between a positive plate and a negative plate. A very high voltage supply is connected across the plates, and a sensitive ammeter is in series. The ball is given a slight push towards the positively charged plate.",(a) State and explain the subsequent motion of the conducting ball.,"When the neutral conducting ball is given a slight push towards the positively charged plate, electrostatic induction occurs, causing the free electrons within the ball to be attracted towards the positive plate. The side of the ball closer to the positive plate becomes negatively charged, while the opposite side becomes positively charged. The attractive force between the ball and the positive plate will draw it to touch the positive plate. Upon touching, the free electrons from the ball will flow onto the positive plate to neutralize it. This leaves the ball with a net positive charge. Since like charges repel, the now positively charged ball will be repelled by the positive plate and attracted towards the negative plate. It will then move across to touch the negative plate, where it gains electrons, becoming negatively charged. Subsequently, it will be repelled by the negative plate and attracted back to the positive plate. This process repeats, causing the conducting ball to oscillate back and forth between the two oppositely charged plates."
"In the experiment with the oscillating conducting ball, for each complete oscillation, a charge of 8.5 × 10⁻¹⁰ C is transferred from one plate to the other. The frequency of oscillation (f) is 4.0 Hz.","(c) For each complete oscillation of the ball moving between the plates, a charge of 8.5 x 10⁻¹⁰ C is transferred from one plate to the other. The frequency of oscillation is 4.0 Hz. Calculate the current shown on the sensitive ammeter on Fig 10.1.","The current (I) is defined as the rate of flow of charge (Q) per unit time (t). We know that frequency (f) is 1/Time Period (T).
Given: Charge (Q) transferred per oscillation = 8.5 × 10⁻¹⁰ C
Frequency (f) = 4.0 Hz
First, calculate the time period (T) of one oscillation:
T = 1 / f = 1 / 4.0 Hz = 0.25 s
Now, calculate the current (I):
I = Q / T
I = (8.5 × 10⁻¹⁰ C) / 0.25 s
I = 3.4 × 10⁻⁹ A."
"An Americium nuclide has a half-life of 470 years. A sample initially contains 8.0 × 10¹⁴ atoms. After some time, 6.0 × 10¹⁴ americium atoms have decayed.",(c) Calculate the time taken for this decay.,"First, determine the number of americium atoms remaining (N):
Initial number of atoms (N₀) = 8.0 × 10¹⁴ atoms
Number of decayed atoms = 6.0 × 10¹⁴ atoms
Remaining atoms (N) = N₀ - Decayed atoms = 8.0 × 10¹⁴ - 6.0 × 10¹⁴ = 2.0 × 10¹⁴ atoms.

Next, determine the number of half-lives (n) that have occurred:
N = N₀ × (1/2)ⁿ
2.0 × 10¹⁴ = 8.0 × 10¹⁴ × (1/2)ⁿ
(1/2)ⁿ = (2.0 × 10¹⁴) / (8.0 × 10¹⁴) = 1/4
Since (1/2)² = 1/4, the number of half-lives, n = 2.

Finally, calculate the total time taken:
Time taken = Number of half-lives × Half-life period
Time taken = 2 × 470 years = 940 years."
